,sample,formation,strat_m,87Sr_86Sr,87Sr_86Sr_selected,d13C,d18O,Mn_ppm,Sr_ppm,Mn/Sr,Mg/Ca,d13C_Srdata,age
346,,Svanbergfjellet,1083.4,,,5.6,,,,,,,784.0806040585182
347,,Svanbergfjellet,1084.8,,,5.1,,,,,,,784.029995280793
348,,Svanbergfjellet,1087.9,,,5.7,,,,,,,783.9179329872583
349,,Svanbergfjellet,1090.9,,,5.9,,,,,,,783.8094856064182
350,,Svanbergfjellet,1093.9,,,5.6,,,,,,,783.7010382255781
351,,Svanbergfjellet,1096.9,,,5.5,,,,,,,783.5925908447381
352,,Svanbergfjellet,1101.4,,,6.0,,,,,,,783.4299197734781
353,,Svanbergfjellet,1104.3,,,5.1,,,,,,,783.3250873053328
354,,Svanbergfjellet,1107.4,,,6.5,,,,,,,783.2130250117981
355,,Svanbergfjellet,1112.5,,,5.0,,,,,,,783.0286644643701
356,,Svanbergfjellet,1114.6,,,4.0,,,,,,,782.952751297782
357,,Svanbergfjellet,1117.6,,,6.0,,,,,,,782.844303916942
358,,Svanbergfjellet,1122.4,,,6.1,,,,,,,782.6707881075979
359,,Svanbergfjellet,1126.1,,,4.6,,,,,,,782.5370363378952
360,,Svanbergfjellet,1130.0,,,5.8,,,,,,,782.3960547428031
361,,Svanbergfjellet,1133.5,,,6.5,,,,,,,782.2695327984898
362,,Svanbergfjellet,1138.7,,,4.9,,,,,,,782.081557338367
363,,Svanbergfjellet,1138.8,,,5.6,,,,,,,782.0779424256724
364,,Svanbergfjellet,1139.0,,,5.7,,,,,,,782.0707126002831
365,,Svanbergfjellet,1139.3,,,4.9,,,,,,,782.0598678621991
366,,Svanbergfjellet,1139.6,,,5.0,,,,,,,782.0490231241151
367,,Draken,1139.9,,,5.5,,,,,,,782.0381783860312
368,,Draken,1147.6,,,5.7,,,,,,,781.7598301085418
369,,Draken,1149.7,,,6.4,,,,,,,781.6839169419537
370,,Draken,1150.7,,,6.3,,,,,,,781.647767815007
371,,Draken,1151.7,,,6.4,,,,,,,781.6116186880603
372,,Draken,1155.0,,,5.9,,,,,,,781.4923265691363
373,,Draken,1156.1,,,6.3,,,,,,,781.4525625294949
374,,Draken,1158.3,,,6.5,,,,,,,781.3730344502122
375,,Draken,1160.8,,,5.6,,,,,,,781.2826616328456
376,,Draken,1163.7,,,6.5,,,,,,,781.1778291647003
377,,Draken,1165.4,,,6.2,,,,,,,781.1163756488909
378,,Draken,1168.4,,,6.1,,,,,,,781.0079282680508
379,,Draken,1171.2,,,5.9,,,,,,,780.9067107126001
380,,Draken,1174.8,,,7.0,,,,,,,780.7765738555921
381,,Draken,1178.2,,,7.1,,,,,,,780.6536668239735
382,,Draken,1181.5,,,7.1,,,,,,,780.5343747050495
383,,Draken,1185.7,,,6.7,,,,,,,780.3825483718734
384,,Draken,1188.7,,,7.0,,,,,,,780.2741009910334
385,,Draken,1192.0,,,6.6,,,,,,,780.1548088721094
386,,Draken,1196.7,,,5.9,,,,,,,779.98490797546
387,,Draken,1199.2,,,5.5,,,,,,,779.8945351580934
388,,Draken,1200.2,,,5.4,,,,,,,779.8583860311467
389,,Draken,1218.0,,,5.8,,,,,,,779.2149315714959
390,,Draken,1236.6,,,6.4,,,,,,,778.5425578102878
391,,Draken,1243.0,,,6.0,,,,,,,778.3112033978291
392,,Draken,1247.8,,,7.4,,,,,,,778.137687588485
393,,Draken,1250.7,,,7.3,,,,,,,778.0328551203397
394,,Draken,1255.7,,,7.3,,,,,,,777.8521094856063
395,,Draken,1259.7,,,6.7,,,,,,,777.7075129778196
396,,Draken,1263.8,,,6.3,,,,,,,777.5593015573382
397,,Draken,1268.3,,,5.7,,,,,,,777.3966304860783
398,,Draken,1272.8,,,7.1,,,,,,,777.2339594148183
399,,Draken,1275.8,,,6.7,,,,,,,777.1255120339782
400,,Draken,1280.3,,,6.7,,,,,,,776.9628409627182
401,,Draken,1287.7,,,5.0,,,,,,,776.6953374233128
402,,Draken,1291.3,,,4.1,,,,,,,776.5652005663048
403,,Draken,1295.8,,,7.2,,,,,,,776.4025294950449
404,,Draken,1305.2,,,6.7,,,,,,,776.0627277017461
405,,Draken,1307.9,,,5.2,,,,,,,775.9651250589901
406,,Draken,1312.3,,,7.1,,,,,,,775.8060689004247
407,,Draken,1315.7,,,7.2,,,,,,,775.6831618688061
408,,Draken,1318.9,,,7.2,,,,,,,775.5674846625767
409,,Draken,1321.5,,,7.4,,,,,,,775.4734969325153
410,,Draken,1325.4,,,6.7,,,,,,,775.3325153374233
411,,Draken,1328.1,,,6.3,,,,,,,775.2349126946673
412,,Draken,1331.7,,,5.7,,,,,,,775.1047758376593
413,,Draken,1334.7,,,7.4,,,,,,,774.9963284568192
414,,Draken,1338.2,,,5.9,,,,,,,774.8698065125059
415,,Draken,1342.7,,,6.2,,,,,,,774.7071354412459
416,,Draken,1346.7,,,5.9,,,,,,,774.5625389334592
417,,Draken,1348.2,,,6.2,,,,,,,774.5083152430392
418,,Draken,1368.9,,,3.9,,,,,,,773.7600283152431
419,,Draken,1374.2,,,4.1,,,,,,,773.5684379424257
420,,Draken,1377.4,,,2.6,,,,,,,773.4527607361963
421,,Draken,1381.5,,,3.9,,,,,,,773.3045493157149
422,,Draken,1381.7,,,4.8,,,,,,,773.2973194903255
423,,Draken,1390.6,,,3.1,,,,,,,772.9755922605002
424,,Draken,1397.7,,,3.5,,,,,,,772.7189334591789
425,,Draken,1401.5,,,2.8,,,,,,,772.5815667767815
426,,Draken,1406.2,,,3.7,,,,,,,772.4116658801322
427,,Draken,1412.7,,,4.4,,,,,,,772.1766965549788
428,,Draken,1418.7,,,3.0,,,,,,,771.9598017932988
429,,Draken,1430.3,,,5.9,,,,,,,771.5404719207173
430,,Backlundtoppen,1430.8,,,4.6,,,,,,,771.522397357244
431,,Backlundtoppen,1433.0,,,6.4,,,,,,,771.4428692779613
432,,Backlundtoppen,1435.1,,,4.6,,,,,,,771.3669561113733
433,,Backlundtoppen,1435.2,,,6.3,,,,,,,771.3633411986787
434,,Backlundtoppen,1437.7,,,7.3,,,,,,,771.272968381312
435,,Backlundtoppen,1440.8,,,6.1,,,,,,,771.1609060877773
436,,Backlundtoppen,1441.7,,,4.9,,,,,,,771.1283718735253
437,,Backlundtoppen,1443.4,,,4.9,,,,,,,771.066918357716
438,,Backlundtoppen,1443.7,,,3.8,,,,,,,771.056073619632
439,,Backlundtoppen,1443.8,,,7.7,,,,,,,771.0524587069374
440,,Backlundtoppen,1445.9,,,7.2,,,,,,,770.9765455403493
441,,Backlundtoppen,1446.9,,,7.3,,,,,,,770.9403964134026
442,,Backlundtoppen,1448.6,,,7.4,,,,,,,770.8789428975932
443,,Backlundtoppen,1449.9,,,7.6,,,,,,,770.8319490325625
444,,Backlundtoppen,1450.7,,,5.7,,,,,,,770.8030297310052
445,,Backlundtoppen,1452.7,,,5.8,,,,,,,770.7307314771118
446,,Backlundtoppen,1453.0,,,7.3,,,,,,,770.7198867390279
447,,Backlundtoppen,1454.3,,,7.8,,,,,,,770.6728928739972
448,,Backlundtoppen,1457.1,,,7.1,,,,,,,770.5716753185465
449,,Backlundtoppen,1457.5,,,8.0,,,,,,,770.5572156677678
450,,Backlundtoppen,1460.0,,,5.5,,,,,,,770.4668428504011
451,G15. 29.8 ,Backlundtoppen,1460.1,0.70697,,,-6.1,28.0,3382.0,0.01,0,8.2,770.4632279377065
452,,Backlundtoppen,1460.1,,,8.2,,,,,,,770.4632279377065
453,,Backlundtoppen,1463.1,,,7.7,,,,,,,770.3547805568664
454,,Backlundtoppen,1466.1,,,7.5,,,,,,,770.2463331760264
455,,Backlundtoppen,1467.2,,,8.1,,,,,,,770.206569136385
456,,Backlundtoppen,1469.7,,,7.5,,,,,,,770.1161963190184
457,,Backlundtoppen,1471.8,,,8.1,,,,,,,770.0402831524303
458,,Backlundtoppen,1475.9,,,7.9,,,,,,,769.8920717319489
459,G15. 45.6 ,Backlundtoppen,1476.6,0.70697,,,-5.3,12.0,2543.0,0.0,0,7.9,769.8667673430863
460,,Backlundtoppen,1484.5,,,7.2,,,,,,,769.5811892402076
461,,Backlundtoppen,1487.9,,,7.3,,,,,,,769.4582822085889
462,,Backlundtoppen,1490.0,,,6.9,,,,,,,769.3823690420008
463,,Backlundtoppen,1490.3,,,7.6,,,,,,,769.3715243039169
464,,Backlundtoppen,1495.5,,,7.6,,,,,,,769.1835488437941
465,,Backlundtoppen,1497.0,,,6.9,,,,,,,769.1293251533741
466,,Backlundtoppen,1498.8,,,7.4,,,,,,,769.0642567248701
467,,Backlundtoppen,1501.1,,,7.4,,,,,,,768.9811137328928
468,,Backlundtoppen,1502.7,,,8.0,,,,,,,768.9232751297782
469,,Backlundtoppen,1504.2,,,7.5,,,,,,,768.8690514393581
470,,Backlundtoppen,1507.4,,,5.0,,,,,,,768.7533742331287
471,,Backlundtoppen,1508.9,,,7.5,,,,,,,768.6991505427087
472,G15. 78.6 ,Backlundtoppen,1509.6,0.70695,,,-5.8,17.0,2984.0,0.01,0,7.5,768.6738461538461
473,,Backlundtoppen,1513.5,,,7.2,,,,,,,768.532864558754
474,,Backlundtoppen,1515.8,,,6.8,,,,,,,768.4497215667767
475,,Backlundtoppen,1515.9,,,7.9,,,,,,,768.4461066540821
476,,Backlundtoppen,1518.5,,,8.3,,,,,,,768.3521189240207
477,,Backlundtoppen,1520.0,,,8.3,,,,,,,768.2978952336007
478,,Backlundtoppen,1520.4,,,7.2,,,,,,,768.283435582822
479,G15. 90.1 ,Backlundtoppen,1521.1,0.7069300000000001,,,-5.9,52.0,2555.0,0.02,0.01,7.2,768.2581311939593
480,,Backlundtoppen,1525.3,,,8.1,,,,,,,768.1063048607833
481,,Backlundtoppen,1526.6,,,7.1,,,,,,,768.0593109957526
482,,Backlundtoppen,1528.9,,,7.4,,,,,,,767.9761680037752
483,,Backlundtoppen,1529.5,,,7.8,,,,,,,767.9544785276072
484,,Backlundtoppen,1529.7,,,8.0,,,,,,,767.9472487022178
485,,Backlundtoppen,1533.2,,,8.0,,,,,,,767.8207267579045
486,M6. 102.9 ,Backlundtoppen,1533.9,0.7069,,,-5.9,32.0,2736.0,0.01,0.02,8,767.7954223690418
487,,Backlundtoppen,1536.2,,,8.3,,,,,,,767.7122793770645
488,,Backlundtoppen,1540.1,,,8.3,,,,,,,767.5712977819725
489,,Backlundtoppen,1542.5,,,6.8,,,,,,,767.4845398773004
490,,Backlundtoppen,1545.6,,,8.3,,,,,,,767.3724775837658
491,,Backlundtoppen,1547.6,,,7.9,,,,,,,767.3001793298724
492,,Backlundtoppen,1549.5,,,7.9,,,,,,,767.2314959886737
493,,Backlundtoppen,1551.8,,,7.3,,,,,,,767.1483529966964
494,,Backlundtoppen,1555.4,,,6.2,,,,,,,767.0182161396884
495,,Backlundtoppen,1556.7,,,7.6,,,,,,,766.9712222746577
496,,Backlundtoppen,1558.4,,,7.9,,,,,,,766.9097687588484
497,,Backlundtoppen,1559.2,,,7.1,,,,,,,766.880849457291
498,,Backlundtoppen,1560.1,,,6.7,,,,,,,766.848315243039
499,,Backlundtoppen,1562.1,,,8.2,,,,,,,766.7760169891457
500,,Backlundtoppen,1562.5,,,8.4,,,,,,,766.761557338367
501,M6. 131.8 ,Backlundtoppen,1562.8,0.70687,,,-4.9,7.0,1863.0,0.0,0,8.2,766.750712600283
502,,Backlundtoppen,1566.3,,,8.6,,,,,,,766.6241906559696
503,,Backlundtoppen,1567.2,,,8.2,,,,,,,766.5916564417176
504,,Backlundtoppen,1567.5,,,8.1,,,,,,,766.5808117036337
505,,Backlundtoppen,1571.5,,,7.5,,,,,,,766.436215195847
506,,Backlundtoppen,1571.6,,,8.4,,,,,,,766.4326002831524
507,,Backlundtoppen,1574.6,,,6.7,,,,,,,766.3241529023123
508,,Backlundtoppen,1575.1,,,7.8,,,,,,,766.306078338839
509,,Backlundtoppen,1577.2,,,8.0,,,,,,,766.230165172251
510,,Backlundtoppen,1579.1,,,7.2,,,,,,,766.1614818310522
511,,Backlundtoppen,1581.7,,,7.5,,,,,,,766.0674941009909
512,,Backlundtoppen,1583.1,,,8.9,,,,,,,766.0168853232656
513,,Backlundtoppen,1586.1,,,6.4,,,,,,,765.9084379424255
514,,Backlundtoppen,1586.5,,,7.5,,,,,,,765.8939782916468
515,,Backlundtoppen,1588.6,,,6.2,,,,,,,765.8180651250588
516,,Backlundtoppen,1591.1,,,5.8,,,,,,,765.7276923076921
517,,Backlundtoppen,1592.4,,,4.6,,,,,,,765.6806984426614
518,,Backlundtoppen,1592.4,,,4.6,,,,,,,765.6806984426614
519,,Backlundtoppen,1596.9,,,4.6,,,,,,,765.5180273714014
520,,Backlundtoppen,1606.2,,,4.9,,,,,,,765.1818404907974
521,,Backlundtoppen,1611.7,,,4.3,,,,,,,764.9830202925907
522,,Backlundtoppen,1613.0,,,5.4,,,,,,,764.93602642756
523,,Backlundtoppen,1614.9,,,5.6,,,,,,,764.8673430863613
524,,Backlundtoppen,1625.0,,,5.4,,,,,,,764.5022369041999
525,,Backlundtoppen,1628.9,,,6.6,,,,,,,764.3612553091078
526,,Backlundtoppen,1638.3,,,2.3,,,,,,,764.0214535158091
527,,Backlundtoppen,1642.8,,,4.7,,,,,,,763.8587824445491
528,,Backlundtoppen,1650.6,,,2.4,,,,,,,763.5768192543651
529,,Backlundtoppen,1654.8,,,2.3,,,,,,,763.4249929211891
530,,Backlundtoppen,1656.0,,,2.2,,,,,,,763.3816139688531
531,,Backlundtoppen,1656.7,,,2.4,,,,,,,763.3563095799905
532,,Backlundtoppen,1661.5,,,4.8,,,,,,,763.1827937706464
533,,Backlundtoppen,1666.3,,,4.3,,,,,,,763.0092779613024
534,,Backlundtoppen,1668.3,,,4.9,,,,,,,762.936979707409
535,,Backlundtoppen,1670.5,,,4.9,,,,,,,762.8574516281263
536,,Backlundtoppen,1676.0,,,5.8,,,,,,,762.6586314299196
537,,Backlundtoppen,1680.9,,,4.1,,,,,,,762.481500707881
538,,Backlundtoppen,1684.5,,,6.0,,,,,,,762.351363850873
539,,Backlundtoppen,1691.2,,,5.5,,,,,,,762.1091647003303
540,,Backlundtoppen,1693.4,,,6.3,,,,,,,762.0296366210476
541,,Backlundtoppen,1695.3,,,6.7,,,,,,,761.9609532798489
542,,Backlundtoppen,1700.2,,,7.1,,,,,,,761.7838225578103
543,,Backlundtoppen,1704.2,,,6.7,,,,,,,761.6392260500236
544,,Backlundtoppen,1713.7,,,7.2,,,,,,,761.2958093440302
545,,Backlundtoppen,1715.8,,,7.0,,,,,,,761.2198961774421
546,,Backlundtoppen,1719.7,,,6.5,,,,,,,761.0789145823501
547,,Backlundtoppen,1724.1,,,7.3,,,,,,,760.9198584237847
548,,Backlundtoppen,1727.4,,,5.9,,,,,,,760.8005663048607
549,,Backlundtoppen,1730.7,,,7.0,,,,,,,760.6812741859367
550,,Backlundtoppen,1734.7,,,4.7,,,,,,,760.53667767815
551,,Backlundtoppen,1739.3,,,6.7,,,,,,,760.3703916941953
552,,Backlundtoppen,1741.9,,,5.5,,,,,,,760.2764039641339
553,,Backlundtoppen,1744.4,,,5.8,,,,,,,760.1860311467673
554,,Backlundtoppen,1749.0,,,6.5,,,,,,,760.0197451628126
555,,Backlundtoppen,1751.9,,,7.0,,,,,,,759.9149126946672
556,,Backlundtoppen,1761.8,,,7.6,,,,,,,759.5570363378952
557,,Backlundtoppen,1765.4,,,7.9,,,,,,,759.4268994808872
558,,Backlundtoppen,1771.3,,,6.9,,,,,,,759.2136196319018
559,,Backlundtoppen,1776.0,,,7.3,,,,,,,759.0437187352525
560,,Backlundtoppen,1782.8,,,7.8,,,,,,,758.7979046720151
561,,Backlundtoppen,1786.5,,,8.3,,,,,,,758.6641529023124
562,,Backlundtoppen,1790.5,,,8.6,,,,,,,758.5195563945257
563,,Backlundtoppen,1793.3,,,7.9,,,,,,,758.418338839075
564,,Backlundtoppen,1796.5,,,6.6,,,,,,,758.3026616328456
565,,Backlundtoppen,1798.9,,,8.9,,,,,,,758.2159037281735
566,,Backlundtoppen,1800.9,,,8.2,,,,,,,758.1436054742802
567,,Backlundtoppen,1803.7,,,8.6,,,,,,,758.0423879188295
568,,Backlundtoppen,1808.4,,,9.2,,,,,,,757.8724870221802
569,,Backlundtoppen,1812.9,,,7.7,,,,,,,757.7098159509202
570,,Backlundtoppen,1816.7,,,8.2,,,,,,,757.5724492685229
571,,Backlundtoppen,1818.9,,,8.9,,,,,,,757.4929211892402
572,,Backlundtoppen,1821.9,,,9.5,,,,,,,757.3844738084001
573,,Backlundtoppen,1824.9,,,7.7,,,,,,,757.27602642756
574,,Backlundtoppen,1827.9,,,8.1,,,,,,,757.16757904672
575,,Backlundtoppen,1830.7,,,9.2,,,,,,,757.0663614912693
576,,Backlundtoppen,1833.9,,,8.7,,,,,,,756.9506842850399
577,,Backlundtoppen,1836.9,,,8.8,,,,,,,756.8422369041998
578,,Backlundtoppen,1839.9,,,7.4,,,,,,,756.7337895233597
579,,Backlundtoppen,1842.9,,,9.1,,,,,,,756.6253421425197
580,,Backlundtoppen,1845.9,,,8.7,,,,,,,756.5168947616796
581,,Backlundtoppen,1848.9,,,7.7,,,,,,,756.4084473808396
582,,Backlundtoppen,1851.9,,,9.1,,,,,,,756.3
583,,Backlundtoppen,1854.7,,,8.0,,,,,,,756.1175588865096
584,,Backlundtoppen,1857.9,,,8.5,,,,,,,755.9090547568063
585,,Backlundtoppen,1860.9,,,8.9,,,,,,,755.7135821352095
586,,Backlundtoppen,1863.9,,,8.9,,,,,,,755.5181095136128
587,,Backlundtoppen,1867.4,,,8.4,,,,,,,755.2900581217498
588,,Backlundtoppen,1869.9,,,8.3,,,,,,,755.1271642704191
589,,Backlundtoppen,1872.9,,,8.4,,,,,,,754.9316916488224
590,,Backlundtoppen,1876.2,,,8.0,,,,,,,754.7166717650659
591,,Backlundtoppen,1878.9,,,8.5,,,,,,,754.5407464056289
592,,Backlundtoppen,1879.7,,,4.3,,,,,,,754.488620373203
593,,Backlundtoppen,1882.9,,,8.0,,,,,,,754.2801162434997
594,,Backlundtoppen,1883.8,,,5.9,,,,,,,754.2214744570207
595,,Backlundtoppen,1891.0,,,5.7,,,,,,,753.7523401651883
596,,Backlundtoppen,1891.6,,,5.8,,,,,,,753.713245640869
597,,Backlundtoppen,1892.5,,,5.3,,,,,,,753.65460385439
598,,Backlundtoppen,1894.6,,,6.3,,,,,,,753.5177730192722
599,,Backlundtoppen,1895.6,,,6.4,,,,,,,753.45261547874
600,,Backlundtoppen,1897.2,,,7.2,,,,,,,753.3483634138884
601,,Backlundtoppen,1903.8,,,7.4,,,,,,,752.9183236463754
602,,Backlundtoppen,1905.6,,,7.2,,,,,,,752.8010400734173
603,,Backlundtoppen,1912.1,,,7.0,,,,,,,752.3775160599575
604,,Backlundtoppen,1915.7,,,7.3,,,,,,,752.1429489140413
605,,Backlundtoppen,1934.1,,,6.5,,,,,,,750.9440501682475
606,,Backlundtoppen,1936.7,,,7.3,,,,,,,750.7746405628636
607,,Backlundtoppen,1940.0,,,6.2,,,,,,,750.5596206791072
608,,Backlundtoppen,1957.0,,,6.4,,,,,,,749.4519424900585
609,,Backlundtoppen,1962.0,,,6.0,,,,,,,749.1261547873971
610,,Backlundtoppen,1992.1,,,5.8,,,,,,,747.1649128173757
611,,Backlundtoppen,1994.7,,,4.9,,,,,,,746.9955032119918
612,,Backlundtoppen,1997.8,,,5.2,,,,,,,746.7935148363418
613,,Backlundtoppen,1999.2,,,4.3,,,,,,,746.7022942795967
614,,Backlundtoppen,2001.1,,,4.7,,,,,,,746.5784949525854
615,,Backlundtoppen,2002.2,,,4.2,,,,,,,746.5068216579999
616,,Backlundtoppen,2003.6,,,4.4,,,,,,,746.4156011012548
617,,Backlundtoppen,2006.4,,,4.5,,,,,,,746.2331599877643
618,,Russoya,2010.9,,,1.5,,,,,,,745.9399510553691
619,,Russoya,2012.4,,,2.6,,,,,,,745.8422147445707
620,,Russoya,2012.7,,,2.2,,,,,,,745.822667482411
621,G4.49.1 ,Russoya,2013.7,0.70677,,,-6.4,57.0,358.0,0.16,0.01,2.7,745.7575099418788
622,,Russoya,2013.7,,,2.7,,,,,,,745.7575099418788
623,,Russoya,2013.9,,,3.0,,,,,,,745.7444784337723
624,,Russoya,2016.4,,,2.9,,,,,,,745.5815845824417
625,,Russoya,2016.9,,,3.2,,,,,,,745.5490058121756
626,,Russoya,2018.7,,,3.5,,,,,,,745.4317222392175
627,,Russoya,2020.4,,,4.0,,,,,,,745.3209544203127
628,G4. 58.5 ,Russoya,2022.1,0.7071,,,-6.4,135.0,249.0,0.54,,4.4,745.2101866014078
629,,Russoya,2023.1,,,4.4,,,,,,,745.1450290608756
630,,Russoya,2025.2,,,4.1,,,,,,,745.0081982257578
631,,Russoya,2026.9,,,3.0,,,,,,,744.897430406853
632,,Russoya,2027.4,,,4.4,,,,,,,744.8648516365869
633,,Russoya,2029.0,,,5.2,,,,,,,744.7605995717353
634,,Russoya,2031.6,,,4.5,,,,,,,744.5911899663514
635,,Russoya,2034.5,,,4.1,,,,,,,744.4022330988078
636,,Russoya,2036.4,,,3.3,,,,,,,744.2784337717965
637,,Russoya,2037.7,,,3.4,,,,,,,744.1937289691045
638,,Russoya,2038.4,,,4.4,,,,,,,744.148118690732
639,,Russoya,2041.0,,,5.2,,,,,,,743.9787090853481
640,,Russoya,2045.2,,,3.8,,,,,,,743.7050474151125
641,,Russoya,2053.7,,,6.5,,,,,,,743.1512083205882
642,G332. 377.6 ,Russoya,2055.5,0.70675,,,-4.1,,,,0,7.1,743.0339247476302
643,,Russoya,2055.5,,,7.1,,,,,,,743.0339247476302
644,,Russoya,2082.7,,,2.3,,,,,,,741.2616396451524
645,,Russoya,2087.8,,,2.3,,,,,,,740.9293361884378
646,,Russoya,2091.3,,,3.8,,,,,,,740.7012847965748
647,,Russoya,2095.6,,,2.9,,,,,,,740.421107372286
648,,Russoya,2100.6,,,2.5,,,,,,,740.0953196696246
649,,Russoya,2105.2,,,3.4,,,,,,,739.7955949831761
650,G22. 1.3 ,Russoya,2107.3,0.70672,,,,35.0,542.0,0.06,0,,739.6587641480583
651,,Russoya,2110.2,,,4.6,,,,,,,739.4698072805147
652,G22. 9.1 ,Russoya,2115.1,0.7067399999999999,,,-4.1,41.0,623.0,0.07,0.01,0.9,739.1505353319066
653,,Russoya,2115.1,,,3.7,,,,,,,739.1505353319066
654,,Russoya,2115.4,,,0.5,,,,,,,739.1309880697469
655,,Russoya,2123.4,,,3.5,,,,,,,738.6097277454887
656,,Russoya,2124.5,,,2.4,,,,,,,738.5380544509032
657,,Russoya,2125.8,,,2.8,,,,,,,738.4533496482113
658,,Russoya,2129.2,,,2.3,,,,,,,738.2318140104016
659,,Russoya,2131.4,,,4.5,,,,,,,738.0884674212306
660,,Russoya,2136.8,,,5.2,,,,,,,737.7366167023563
661,,Russoya,2137.5,,,4.5,,,,,,,737.6910064239837
662,,Russoya,2140.4,,,4.7,,,,,,,737.50204955644
663,,Russoya,2147.0,,,2.8,,,,,,,737.0720097889271
664,,Russoya,2149.4,,,-0.3,,,,,,,736.9156316916497
665,,Russoya,2152.5,,,-0.1,,,,,,,736.7136433159997
666,,Russoya,2157.4,,,-1.6,,,,,,,736.3943713673915
667,,Russoya,2160.1,,,-2.7,,,,,,,736.2184460079544
668,,Russoya,2160.5,,,-2.5,,,,,,,736.1923829917415
669,,Russoya,2166.2,,,-3.8,,,,,,,735.8209850107075
670,,Russoya,2169.4,,,-4.4,,,,,,,735.6124808810042
671,,Russoya,2169.4,,,-3.7,,,,,,,735.6124808810042
672,G332. 489.9 ,Russoya,2170.7,0.70675,,,-2.4,,,,0,-4.8,735.5277760783123
673,,Russoya,2170.7,,,-4.0,,,,,,,735.5277760783123
674,,Russoya,2171.4,,,-4.9,,,,,,,735.4821657999397
675,,Russoya,2174.4,,,-4.8,,,,,,,735.286693178343
676,,Russoya,2175.4,,,-5.7,,,,,,,735.2215356378107
677,,Russoya,2175.8,,,-6.0,,,,,,,735.1954726215978
678,,Russoya,2177.5,,,-5.6,,,,,,,735.084704802693
679,,Russoya,2178.8,,,-6.2,,,,,,,735
680,,Russoya,2182.8,,,-5.2,,,,,,,734.4285714285714
681,,Russoya,2182.9,,,-2.5,,,,,,,734.4142857142857
682,,Russoya,2183.0,,,-5.4,,,,,,,734.4
683,,Russoya,2183.3,,,-2.8,,,,,,,734.3571428571428
684,,Russoya,2183.9,,,-2.9,,,,,,,734.2714285714285
685,,Russoya,2183.9,,,-5.0,,,,,,,734.2714285714285
686,,Russoya,2184.3,,,-2.7,,,,,,,734.2142857142857
687,,Russoya,2184.5,,,-2.5,,,,,,,734.1857142857143
688,,Russoya,2184.8,,,-4.7,,,,,,,734.1428571428571
689,,Russoya,2184.9,,,-3.5,,,,,,,734.1285714285714
690,,Russoya,2185.3,,,-3.0,,,,,,,734.0714285714286
691,,Russoya,2185.9,,,-2.9,,,,,,,733.9857142857143
692,,Russoya,2186.2,,,-2.6,,,,,,,733.9428571428572
693,,Russoya,2186.5,,,-2.9,,,,,,,733.9
694,,Russoya,2186.9,,,-3.0,,,,,,,733.8428571428572
695,,Russoya,2187.1,,,-3.4,,,,,,,733.8142857142858
696,,Russoya,2187.4,,,-2.8,,,,,,,733.7714285714286
697,,Russoya,2187.9,,,-2.8,,,,,,,733.7
698,,Russoya,2188.5,,,-2.7,,,,,,,733.6142857142858
699,,Russoya,2188.9,,,-2.7,,,,,,,733.5571428571429
700,,Russoya,2189.1,,,-3.2,,,,,,,733.5285714285716
701,,Russoya,2189.3,,,-3.7,,,,,,,733.5
